BedrockFileName,JavaFileName,MatchType
gui\controls\sneak_pressed.png,No match,No match
gui\controls\up.png,No match,No match
gui\controls\up_left.png,No match,No match
gui\controls\up_left_pressed.png,No match,No match
gui\controls\up_pressed.png,No match,No match
gui\controls\up_right.png,No match,No match
gui\controls\up_right_pressed.png,No match,No match
gui\controls\waterascend.png,No match,No match
gui\controls\waterascend_pressed.png,No match,No match
gui\controls\waterdescend.png,No match,No match
gui\controls\waterdescend_pressed.png,No match,No match
gui\newgui\anvil-arrow.png,No match,No match
gui\newgui\anvil-crossout.png,No match,No match
gui\newgui\anvil-hammer.png,No match,No match
gui\newgui\arrowLeft.png,No match,No match
gui\newgui\arrow_large.png,No match,No match
gui\newgui\auto_save.png,No match,No match
gui\newgui\buttonNew.png,No match,No match
gui\newgui\ButtonWithBorder.png,No match,No match
gui\newgui\ButtonWithBorderHover.png,No match,No match
gui\newgui\ButtonWithBorderPressed.png,No match,No match
gui\newgui\ButtonWithBorderPressedNoHover.png,No match,No match
gui\newgui\check1.png,No match,No match
gui\newgui\check2.png,No match,No match
gui\newgui\clouds.png,No match,No match
gui\newgui\DarkButtonNoStroke.png,No match,No match
gui\newgui\DarkButtonStroke.png,No match,No match
gui\newgui\DarkButtonThin.png,No match,No match
gui\newgui\dialog-background-atlas.png,No match,No match
gui\newgui\Dot1.png,No match,No match
gui\newgui\Dot2.png,No match,No match
gui\newgui\Dot3.png,No match,No match
gui\newgui\double_side_transparent.png,No match,No match
gui\newgui\DownArrow.png,No match,No match
gui\newgui\EventBars.png,No match,No match
gui\newgui\focusBorder.png,No match,No match
gui\newgui\Friends.png,No match,No match
gui\newgui\GreenBG.png,No match,No match
gui\newgui\Indent.png,No match,No match
gui\newgui\Language16.png,No match,No match
gui\newgui\Language18.png,No match,No match
gui\newgui\LeftArrow.png,No match,No match
gui\newgui\LeftTabFront.png,No match,No match
gui\newgui\Local.png,No match,No match
gui\newgui\MainBanners.png,No match,No match
gui\newgui\MiddleTabFront.png,No match,No match
gui\newgui\offlineLight.png,No match,No match
gui\newgui\Propeller2.png,No match,No match
gui\newgui\Realms.png,No match,No match
gui\newgui\RealmsArt.png,No match,No match
gui\newgui\realms_toggle_off.png,No match,No match
gui\newgui\realms_toggle_on.png,No match,No match
gui\newgui\RightArrow.png,No match,No match
gui\newgui\RightTabFront.png,No match,No match
gui\newgui\ScrollGutter.png,No match,No match
gui\newgui\share.png,No match,No match
gui\newgui\TabBack.png,No match,No match
gui\newgui\TabBackInGame.png,No match,No match
gui\newgui\TabBackInGameLeftMost.png,No match,No match
gui\newgui\TabFront.png,No match,No match
gui\newgui\TabFrontInGame.png,No match,No match
gui\newgui\TabFrontInGameLeftMost.png,No match,No match
gui\newgui\TopBar.png,No match,No match
gui\newgui\trash.png,No match,No match
gui\newgui\undo.png,No match,No match
gui\newgui\UpArrow.png,No match,No match
gui\newgui\viewCollapsed.png,No match,No match
gui\newgui\viewExpanded.png,No match,No match
gui\newgui\WhiteBorder.png,No match,No match
gui\newgui\Wrenches2.png,No match,No match
gui\newgui\X.png,No match,No match
gui\newgui\XHover.png,No match,No match
gui\newgui\XPress.png,No match,No match
gui\newgui\yellowStrikethru.png,No match,No match
gui\newgui\Bundle\PaintBrush.png,No match,No match
gui\newgui\buttons\border\base.png,No match,No match
gui\newgui\buttons\border\basePress.png,No match,No match
gui\newgui\buttons\border\hover.png,No match,No match
gui\newgui\buttons\border\hoverPress.png,No match,No match
gui\newgui\buttons\borderless\dark.png,No match,No match
gui\newgui\buttons\borderless\darkhover.png,No match,No match
gui\newgui\buttons\borderless\darkpressed.png,No match,No match
gui\newgui\buttons\borderless\darkpressednohover.png,No match,No match
gui\newgui\buttons\borderless\imagelesshoverbg.png,No match,No match
gui\newgui\buttons\borderless\light.png,No match,No match
gui\newgui\buttons\borderless\lighthover.png,No match,No match
gui\newgui\buttons\borderless\lightpressed.png,No match,No match
gui\newgui\buttons\borderless\lightpressednohover.png,No match,No match
gui\newgui\buttons\checkbox\Check.png,No match,No match
gui\newgui\buttons\checkbox\checkboxFilled.png,No match,No match
gui\newgui\buttons\checkbox\checkboxFilledWhiteBorder.png,No match,No match
gui\newgui\buttons\checkbox\checkboxFilledYellow_WhiteBorder.png,No match,No match
gui\newgui\buttons\checkbox\checkboxFilled_hover.png,No match,No match
gui\newgui\buttons\checkbox\checkboxUnFilled_hover.png,No match,No match
gui\newgui\buttons\checkbox\checkboxUnFilled_WhiteBorder.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_checked.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_checked_disabled.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_checked_hover.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_checked_WhiteBorder.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_checked_WhiteBorder_disabled.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_filled.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_filled_WhiteBorder.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_filled_WhiteBorder_disabled.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_unchecked.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_unchecked_disabled.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_unchecked_hover.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_unchecked_WhiteBorder.png,No match,No match
gui\newgui\buttons\checkbox\checkbox_unchecked_WhiteBorder_disabled.png,No match,No match
gui\newgui\buttons\new_checkbox\check.png,No match,No match
gui\newgui\buttons\new_checkbox\checkDisabled.png,No match,No match
gui\newgui\buttons\new_checkbox\checkHover.png,No match,No match
gui\newgui\buttons\new_checkbox\space.png,No match,No match
gui\newgui\buttons\new_checkbox\spaceDisabled.png,No match,No match
gui\newgui\buttons\new_checkbox\spaceHover.png,No match,No match
gui\newgui\mob_effects\bad_omen_effect.png,No match,No match
gui\newgui\mob_effects\blindness_effect.png,No match,No match
gui\newgui\mob_effects\fire_resistance_effect.png,No match,No match
gui\newgui\mob_effects\haste_effect.png,No match,No match
gui\newgui\mob_effects\hunger_effect.png,No match,No match
gui\newgui\mob_effects\invisibility_effect.png,No match,No match
gui\newgui\mob_effects\jump_boost_effect.png,No match,No match
gui\newgui\mob_effects\levitation_effect.png,No match,No match
gui\newgui\mob_effects\mining_fatigue_effect.png,No match,No match
gui\newgui\mob_effects\nausea_effect.png,No match,No match
gui\newgui\mob_effects\night_vision_effect.png,No match,No match
gui\newgui\mob_effects\poison_effect.png,No match,No match
gui\newgui\mob_effects\regeneration_effect.png,No match,No match
gui\newgui\mob_effects\resistance_effect.png,No match,No match
gui\newgui\mob_effects\slowness_effect.png,No match,No match
gui\newgui\mob_effects\speed_effect.png,No match,No match
gui\newgui\mob_effects\strength_effect.png,No match,No match
gui\newgui\mob_effects\water_breathing_effect.png,No match,No match
gui\newgui\mob_effects\weakness_effect.png,No match,No match
gui\newgui\mob_effects\wither_effect.png,No match,No match
gui\newgui\play_screen\DarkButtonThinStroke1.png,No match,No match
gui\newgui\play_screen\HoverButtonThinNewBevel.png,No match,No match
gui\newgui\play_screen\HoverButtonThinNewBevel2.png,No match,No match
gui\newgui\play_screen\HoverButtonThinNewBevel3.png,No match,No match
gui\newgui\play_screen\HoverButtonThinNewBevel4.png,No match,No match
gui\newgui\play_screen\HoverButtonThinStroke.png,No match,No match
gui\newgui\play_screen\Indent2.png,No match,No match
gui\newgui\play_screen\LeftTabFront.png,No match,No match
gui\newgui\play_screen\MiddleTabFront.png,No match,No match
gui\newgui\play_screen\NormalButtonThinNewBevel.png,No match,No match
gui\newgui\play_screen\PressedButtonThinStroke.png,No match,No match
gui\newgui\play_screen\RightTabFront.png,No match,No match
gui\newgui\play_screen\TabBackDarker.png,No match,No match
gui\newgui\play_screen\TabFront.png,No match,No match
gui\newgui\portfolio\grey_button_default.png,No match,No match
gui\newgui\portfolio\grey_button_hover.png,No match,No match
gui\newgui\portfolio\grey_button_pressed.png,No match,No match
gui\newgui\settings\glyph_atlas.png,No match,No match
gui\newgui\settings\glyph_color_atlas.png,No match,No match
gui\newgui\settings\radio_checked.png,No match,No match
gui\newgui\settings\radio_checked_hover.png,No match,No match
gui\newgui\settings\radio_off.png,No match,No match
gui\newgui\settings\radio_off_hover.png,No match,No match
items\banner_pattern.png,No match,No match
items\bed_black.png,No match,No match
items\bed_blue.png,No match,No match
items\bed_brown.png,No match,No match
items\bed_cyan.png,No match,No match
items\bed_gray.png,No match,No match
items\bed_green.png,No match,No match
items\bed_light_blue.png,No match,No match
items\bed_lime.png,No match,No match
items\bed_magenta.png,No match,No match
items\bed_orange.png,No match,No match
items\bed_pink.png,No match,No match
items\bed_purple.png,No match,No match
items\bed_red.png,No match,No match
items\bed_silver.png,No match,No match
items\bed_white.png,No match,No match
items\bed_yellow.png,No match,No match
items\boat.png,No match,No match
items\boat_dark_oak.png,No match,No match
items\book_portfolio.png,No match,No match
items\bundle_black_open.png,No match,No match
items\bundle_black_open_front.png,No match,No match
items\bundle_blue_open.png,No match,No match
items\bundle_brown_open.png,No match,No match
items\bundle_brown_open_front.png,No match,No match
items\bundle_cyan_open.png,No match,No match
items\bundle_cyan_open_front.png,No match,No match
items\bundle_gray_open.png,No match,No match
items\bundle_gray_open_front.png,No match,No match
items\bundle_green_open.png,No match,No match
items\bundle_green_open_front.png,No match,No match
items\bundle_light_blue_open.png,No match,No match
items\bundle_light_blue_open_front.png,No match,No match
items\bundle_light_gray_open.png,No match,No match
items\bundle_light_gray_open_front.png,No match,No match
items\bundle_lime_open.png,No match,No match
items\bundle_lime_open_front.png,No match,No match
items\bundle_magenta_open.png,No match,No match
items\bundle_open.png,No match,No match
items\bundle_open_front.png,No match,No match
items\bundle_orange_open.png,No match,No match
items\bundle_orange_open_front.png,No match,No match
items\bundle_pink_open.png,No match,No match
items\bundle_pink_open_front.png,No match,No match
items\bundle_purple_open.png,No match,No match
items\bundle_red_open.png,No match,No match
items\bundle_red_open_front.png,No match,No match
items\bundle_white_open.png,No match,No match
items\bundle_white_open_front.png,No match,No match
items\bundle_yellow_open.png,No match,No match
items\bundle_yellow_open_front.png,No match,No match
items\bush.png,No match,No match
items\chalkboard_large.png,No match,No match
items\chalkboard_medium.png,No match,No match
items\chalkboard_small.png,No match,No match
items\compass_atlas.png,No match,No match
items\dragon_fireball.png,No match,No match
items\egg_agent.png,No match,No match
items\egg_bat.png,No match,No match
items\egg_bee.png,No match,No match
items\egg_blaze.png,No match,No match
items\egg_cat.png,No match,No match
items\egg_cave_spider.png,No match,No match
items\egg_chicken.png,No match,No match
items\egg_clownfish.png,No match,No match
items\egg_cod.png,No match,No match
items\egg_cow.png,No match,No match
items\egg_creeper.png,No match,No match
items\egg_dolphin.png,No match,No match
items\egg_donkey.png,No match,No match
items\egg_drowned.png,No match,No match
items\egg_elderguardian.png,No match,No match
items\egg_enderman.png,No match,No match
items\egg_endermite.png,No match,No match
items\egg_evoker.png,No match,No match
items\egg_fish.png,No match,No match
items\egg_fox.png,No match,No match
items\egg_ghast.png,No match,No match
items\egg_glow_squid.png,No match,No match
items\egg_guardian.png,No match,No match
items\egg_horse.png,No match,No match
items\egg_husk.png,No match,No match
items\egg_lava_slime.png,No match,No match
items\egg_llama.png,No match,No match
items\egg_mask.png,No match,No match
items\egg_mule.png,No match,No match
items\egg_mushroomcow.png,No match,No match
items\egg_npc.png,No match,No match
items\egg_null.png,No match,No match
items\egg_ocelot.png,No match,No match
items\egg_panda.png,No match,No match
items\egg_parrot.png,No match,No match
items\egg_phantom.png,No match,No match
items\egg_pig.png,No match,No match
items\egg_pigzombie.png,No match,No match
items\egg_pillager.png,No match,No match
items\egg_polarbear.png,No match,No match
items\egg_pufferfish.png,No match,No match
items\egg_rabbit.png,No match,No match
items\egg_ravager.png,No match,No match
items\egg_salmon.png,No match,No match
items\egg_sheep.png,No match,No match
items\egg_shulker.png,No match,No match
items\egg_silverfish.png,No match,No match
items\egg_skeleton.png,No match,No match
items\egg_skeletonhorse.png,No match,No match
items\egg_slime.png,No match,No match
items\egg_spider.png,No match,No match
items\egg_squid.png,No match,No match
items\egg_stray.png,No match,No match
items\egg_turtle.png,No match,No match
items\egg_vex.png,No match,No match
items\egg_villager.png,No match,No match
items\egg_vindicator.png,No match,No match
items\egg_wanderingtrader.png,No match,No match
items\egg_witch.png,No match,No match
items\egg_wither.png,No match,No match
items\egg_wolf.png,No match,No match
items\egg_zombie.png,No match,No match
items\egg_zombiehorse.png,No match,No match
items\egg_zombievillager.png,No match,No match
items\empty_armor_slot_boots.png,No match,No match
items\empty_armor_slot_chestplate.png,No match,No match
items\empty_armor_slot_helmet.png,No match,No match
items\empty_armor_slot_leggings.png,No match,No match
items\empty_armor_slot_shield.png,No match,No match
items\firefly_bush.png,No match,No match
items\fireworks_charge.tga,No match,No match
items\hanging_roots.png,No match,No match
items\hoglin_meat_cooked.png,No match,No match
items\hoglin_meat_raw.png,No match,No match
items\honeycomb.png,No match,No match
items\iron_horse_armor.png,No match,No match
items\leather_boots.tga,No match,No match
items\leather_helmet.tga,No match,No match
items\leather_horse_armor.tga,No match,No match
items\leather_leggings.tga,No match,No match
items\lever.png,No match,No match
items\light_block_0.png,No match,No match
items\light_block_1.png,No match,No match
items\light_block_10.png,No match,No match
items\light_block_11.png,No match,No match
items\light_block_12.png,No match,No match
items\light_block_13.png,No match,No match
items\light_block_14.png,No match,No match
items\light_block_15.png,No match,No match
items\light_block_2.png,No match,No match
items\light_block_3.png,No match,No match
items\light_block_4.png,No match,No match
items\light_block_5.png,No match,No match
items\light_block_6.png,No match,No match
items\light_block_7.png,No match,No match
items\light_block_8.png,No match,No match
items\light_block_9.png,No match,No match
items\lodestonecompass_atlas.png,No match,No match
items\lodestonecompass_item.png,No match,No match
items\map_filled.png,No match,No match
items\map_locked.png,No match,No match
items\map_mansion.png,No match,No match
items\map_monument.png,No match,No match
items\map_nautilus.png,No match,No match
items\map_trial_chambers.png,No match,No match
items\pink_petals.png,No match,No match
items\potion_bottle_absorption.png,No match,No match
items\potion_bottle_blindness.png,No match,No match
items\potion_bottle_confusion.png,No match,No match
items\potion_bottle_damageBoost.png,No match,No match
items\potion_bottle_digSlowdown.png,No match,No match
items\potion_bottle_digSpeed.png,No match,No match
items\potion_bottle_drinkable.png,No match,No match
items\potion_bottle_fireResistance.png,No match,No match
items\potion_bottle_harm.png,No match,No match
items\potion_bottle_heal.png,No match,No match
items\potion_bottle_healthBoost.png,No match,No match
items\potion_bottle_hunger.png,No match,No match
items\potion_bottle_infested.png,No match,No match
items\potion_bottle_invisibility.png,No match,No match
items\potion_bottle_jump.png,No match,No match
items\potion_bottle_levitation.png,No match,No match
items\potion_bottle_lingering.png,No match,No match
items\potion_bottle_lingering_damageBoost.png,No match,No match
items\potion_bottle_lingering_fireResistance.png,No match,No match
items\potion_bottle_lingering_harm.png,No match,No match
items\potion_bottle_lingering_heal.png,No match,No match
items\potion_bottle_lingering_infested.png,No match,No match
items\potion_bottle_lingering_invisibility.png,No match,No match
items\potion_bottle_lingering_jump.png,No match,No match
items\potion_bottle_lingering_luck.png,No match,No match
items\potion_bottle_lingering_moveSlowdown.png,No match,No match
items\potion_bottle_lingering_moveSpeed.png,No match,No match
items\potion_bottle_lingering_nightVision.png,No match,No match
items\potion_bottle_lingering_oozing.png,No match,No match
items\potion_bottle_lingering_poison.png,No match,No match
items\potion_bottle_lingering_regeneration.png,No match,No match
items\potion_bottle_lingering_slowFall.png,No match,No match
items\potion_bottle_lingering_turtleMaster.png,No match,No match
items\potion_bottle_lingering_waterBreathing.png,No match,No match
items\potion_bottle_lingering_weakness.png,No match,No match
items\potion_bottle_lingering_weaving.png,No match,No match
items\potion_bottle_lingering_windCharged.png,No match,No match
items\potion_bottle_lingering_wither.png,No match,No match
items\potion_bottle_moveSlowdown.png,No match,No match
items\potion_bottle_moveSpeed.png,No match,No match
items\potion_bottle_nightVision.png,No match,No match
items\potion_bottle_oozing.png,No match,No match
items\potion_bottle_poison.png,No match,No match
items\potion_bottle_regeneration.png,No match,No match
items\potion_bottle_resistance.png,No match,No match
items\potion_bottle_saturation.png,No match,No match
items\potion_bottle_slowFall.png,No match,No match
items\potion_bottle_splash.png,No match,No match
items\potion_bottle_splash_absorption.png,No match,No match
items\potion_bottle_splash_blindness.png,No match,No match
items\potion_bottle_splash_confusion.png,No match,No match
items\potion_bottle_splash_damageBoost.png,No match,No match
items\potion_bottle_splash_digSlowdown.png,No match,No match
items\potion_bottle_splash_digSpeed.png,No match,No match
items\potion_bottle_splash_fireResistance.png,No match,No match
items\potion_bottle_splash_harm.png,No match,No match
items\potion_bottle_splash_heal.png,No match,No match
items\potion_bottle_splash_healthBoost.png,No match,No match
items\potion_bottle_splash_hunger.png,No match,No match
items\potion_bottle_splash_infested.png,No match,No match
items\potion_bottle_splash_invisibility.png,No match,No match
items\potion_bottle_splash_jump.png,No match,No match
items\potion_bottle_splash_levitation.png,No match,No match
items\potion_bottle_splash_moveSlowdown.png,No match,No match
items\potion_bottle_splash_moveSpeed.png,No match,No match
items\potion_bottle_splash_nightVision.png,No match,No match
items\potion_bottle_splash_oozing.png,No match,No match
items\potion_bottle_splash_poison.png,No match,No match
items\potion_bottle_splash_regeneration.png,No match,No match
items\potion_bottle_splash_resistance.png,No match,No match
items\potion_bottle_splash_saturation.png,No match,No match
items\potion_bottle_splash_slowFall.png,No match,No match
items\potion_bottle_splash_turtleMaster.png,No match,No match
items\potion_bottle_splash_waterBreathing.png,No match,No match
items\potion_bottle_splash_weakness.png,No match,No match
items\potion_bottle_splash_weaving.png,No match,No match
items\potion_bottle_splash_windCharged.png,No match,No match
items\potion_bottle_splash_wither.png,No match,No match
items\potion_bottle_turtleMaster.png,No match,No match
items\potion_bottle_waterBreathing.png,No match,No match
items\potion_bottle_weakness.png,No match,No match
items\potion_bottle_weaving.png,No match,No match
items\potion_bottle_windCharged.png,No match,No match
items\potion_bottle_wither.png,No match,No match
items\potion_overlay.png,No match,No match
items\quiver.png,No match,No match
items\recovery_compass_atlas.png,No match,No match
items\ruby.png,No match,No match
items\spawn_egg.png,No match,No match
items\spawn_egg_overlay.png,No match,No match
items\tipped_arrow.png,No match,No match
items\tipped_arrow_fireres.png,No match,No match
items\tipped_arrow_harm.png,No match,No match
items\tipped_arrow_healing.png,No match,No match
items\tipped_arrow_infested.png,No match,No match
items\tipped_arrow_invisibility.png,No match,No match
items\tipped_arrow_leaping.png,No match,No match
items\tipped_arrow_luck.png,No match,No match
items\tipped_arrow_nightvision.png,No match,No match
items\tipped_arrow_oozing.png,No match,No match
items\tipped_arrow_poison.png,No match,No match
items\tipped_arrow_regen.png,No match,No match
items\tipped_arrow_slow.png,No match,No match
items\tipped_arrow_slowfalling.png,No match,No match
items\tipped_arrow_strength.png,No match,No match
items\tipped_arrow_swift.png,No match,No match
items\tipped_arrow_turtlemaster.png,No match,No match
items\tipped_arrow_waterbreathing.png,No match,No match
items\tipped_arrow_weakness.png,No match,No match
items\tipped_arrow_weaving.png,No match,No match
items\tipped_arrow_windCharged.png,No match,No match
items\tipped_arrow_wither.png,No match,No match
items\watch_atlas.png,No match,No match
items\wolf_armor_dyed.tga,No match,No match
items\spawn_eggs\spawn_egg_agent.png,No match,No match
map\map_icons.png,No match,No match
map\trial_chambers.png,No match,No match
misc\enchanted_actor_glint.png,No match,No match
misc\enchanted_item_glint.png,No match,No match
misc\missing_texture.png,No match,No match
models\armor\cloth_1.png,No match,No match
models\armor\cloth_2.png,No match,No match
models\armor\leather_1.tga,No match,No match
models\armor\leather_2.tga,No match,No match
painting\kz.png,No match,No match
particle\biome_tinted_leaves_atlas.png,No match,No match
particle\campfire_smoke.png,No match,No match
particle\cherry_petal_atlas.png,No match,No match
particle\gust.png,No match,No match
particle\pale_oak_leaves_atlas.png,No match,No match
particle\particles.png,No match,No match
particle\pixel.png,No match,No match
particle\sculk_charge.png,No match,No match
particle\sculk_charge_pop.png,No match,No match
particle\sculk_soul.png,No match,No match
particle\small_gust.png,No match,No match
particle\sonic_explosion.png,No match,No match
particle\soul.png,No match,No match
particles\trial_spawner_atlas.png,No match,No match
particles\trial_spawner_ominous_atlas.png,No match,No match
persona_thumbnails\basic_clap_thumbnail_0.png,No match,No match
persona_thumbnails\communication_follow_me_thumbnail_0.png,No match,No match
persona_thumbnails\communication_point_thumbnail_0.png,No match,No match
persona_thumbnails\overhead_wave_thumbnail_0.png,No match,No match
ui\5stars_empty.png,No match,No match
ui\5stars_empty_new.png,No match,No match
ui\5stars_empty_white.png,No match,No match
ui\5stars_full.png,No match,No match
ui\5stars_full_new.png,No match,No match
ui\absorption_effect.png,No match,No match
ui\accessibility_glyph.png,No match,No match
ui\accessibility_glyph_color.png,No match,No match
ui\achievements.png,No match,No match
ui\achievements_g.png,No match,No match
ui\achievement_locked_icon.png,No match,No match
ui\Add-Ons_12x12.png,No match,No match
ui\Add-Ons_8x8.png,No match,No match
ui\Add-Ons_Nav_Icon36x36.png,No match,No match
ui\Add-Ons_Side-Nav_Icon_24x24.png,No match,No match
ui\addServer.png,No match,No match
ui\advanced_glyph.png,No match,No match
ui\advanced_glyph_color.png,No match,No match
ui\aimassist_block_highlight.png,No match,No match
ui\aimassist_entity_highlight.png,No match,No match
ui\anvil-plus.png,No match,No match
ui\anvil_icon.png,No match,No match
ui\armors_and_tools_slot_overlay.png,No match,No match
ui\armors_slot_overlay.png,No match,No match
ui\armor_empty.png,No match,No match
ui\armor_half.png,No match,No match
ui\arrow.png,No match,No match
ui\arrowDown.png,No match,No match
ui\arrowLeft.png,No match,No match
ui\arrowRight.png,No match,No match
ui\arrow_active.png,No match,No match
ui\arrow_dark_left_stretch.png,No match,No match
ui\arrow_dark_right.png,No match,No match
ui\arrow_dark_right_stretch.png,No match,No match
ui\arrow_down.png,No match,No match
ui\arrow_down_large.png,No match,No match
ui\arrow_down_small.png,No match,No match
ui\arrow_icon.png,No match,No match
ui\arrow_inactive.png,No match,No match
ui\arrow_large.png,No match,No match
ui\arrow_left.png,No match,No match
ui\arrow_left_white.png,No match,No match
ui\arrow_l_default.png,No match,No match
ui\arrow_l_hover.png,No match,No match
ui\arrow_l_pressed.png,No match,No match
ui\arrow_right.png,No match,No match
ui\arrow_right_white.png,No match,No match
ui\arrow_r_default.png,No match,No match
ui\arrow_r_hover.png,No match,No match
ui\arrow_r_pressed.png,No match,No match
ui\attack.png,No match,No match
ui\attack_pressed.png,No match,No match
ui\automation_glyph.png,No match,No match
ui\automation_glyph_color.png,No match,No match
ui\auto_save.png,No match,No match
ui\background.png,No match,No match
ui\background_image.png,No match,No match
ui\background_indent_no_top.png,No match,No match
ui\background_panel.png,No match,No match
ui\background_with_border.png,No match,No match
ui\backup_noline.png,No match,No match
ui\backup_outline.png,No match,No match
ui\backup_replace.png,No match,No match
ui\back_button_default.png,No match,No match
ui\back_button_hover.png,No match,No match
ui\back_button_pressed.png,No match,No match
ui\bamboo_sign.png,No match,No match
ui\bang_icon.png,No match,No match
ui\Banners.png,No match,No match
ui\BannersLight.png,No match,No match
ui\BannersTransparent.png,No match,No match
ui\banners_dark.png,No match,No match
ui\banners_no_border.png,No match,No match
ui\banners_no_border_dark_hover.png,No match,No match
ui\barely_visible_creeper.png,No match,No match
ui\beacon_default_button_pocket.png,No match,No match
ui\beacon_item_seperator_pocket.png,No match,No match
ui\beacon_selected_button_pocket.png,No match,No match
ui\bell_ringing.png,No match,No match
ui\bg32.png,No match,No match
ui\black-arrow.png,No match,No match
ui\Black.png,No match,No match
ui\blackline.png,No match,No match
ui\black_border.png,No match,No match
ui\blindness_effect.png,No match,No match
ui\blue_info_glyph.png,No match,No match
ui\bonus_banner.png,No match,No match
ui\bookshelf_flat.png,No match,No match
ui\bookshelf_flat_border.png,No match,No match
ui\book_addpicture_default.png,No match,No match
ui\book_addpicture_hover.png,No match,No match
ui\book_addpicture_pressed.png,No match,No match
ui\book_addtextpage_default.png,No match,No match
ui\book_addtextpage_hover.png,No match,No match
ui\book_addtextpage_pressed.png,No match,No match
ui\book_arrowleft_default.png,No match,No match
ui\book_arrowleft_hover.png,No match,No match
ui\book_arrowleft_pressed.png,No match,No match
ui\book_arrowright_default.png,No match,No match
ui\book_arrowright_hover.png,No match,No match
ui\book_arrowright_pressed.png,No match,No match
ui\book_arrowright_pressed_transparent.png,No match,No match
ui\book_back.png,No match,No match
ui\book_binding.png,No match,No match
ui\book_cover.png,No match,No match
ui\book_edit_default.png,No match,No match
ui\book_edit_hover.png,No match,No match
ui\book_edit_pressed.png,No match,No match
ui\book_frame.png,No match,No match
ui\book_metatag_default.png,No match,No match
ui\book_metatag_hover.png,No match,No match
ui\book_metatag_pressed.png,No match,No match
ui\book_pagecrease_left.png,No match,No match
ui\book_pagecrease_right.png,No match,No match
ui\book_pageedge_left.png,No match,No match
ui\book_pageedge_right.png,No match,No match
ui\book_pageleft_default.png,No match,No match
ui\book_pageleft_hover.png,No match,No match
ui\book_pageleft_pressed.png,No match,No match
ui\book_pageright_default.png,No match,No match
ui\book_pageright_hover.png,No match,No match
ui\book_pageright_pressed.png,No match,No match
ui\book_shiftleft_default.png,No match,No match
ui\book_shiftleft_hover.png,No match,No match
ui\book_shiftleft_pressed.png,No match,No match
ui\book_shiftright_default.png,No match,No match
ui\book_shiftright_hover.png,No match,No match
ui\book_shiftright_pressed.png,No match,No match
ui\book_spine.png,No match,No match
ui\book_texteditbox_hover.png,No match,No match
ui\book_trash_default.png,No match,No match
ui\bottle_empty.png,No match,No match
ui\bottle_empty_pocket.png,No match,No match
ui\box_exit.png,No match,No match
ui\box_exit_pressed.png,No match,No match
ui\box_number_grey.png,No match,No match
ui\box_ride.png,No match,No match
ui\box_ride_pressed.png,No match,No match
ui\break.png,No match,No match
ui\brewing_arrow_empty.png,No match,No match
ui\brewing_arrow_full.png,No match,No match
ui\brewing_arrow_large_empty.png,No match,No match
ui\brewing_arrow_large_full.png,No match,No match
ui\brewing_fuel_bar_empty.png,No match,No match
ui\brewing_fuel_bar_full.png,No match,No match
ui\brewing_fuel_empty.png,No match,No match
ui\brewing_fuel_pipes.png,No match,No match
ui\brewing_fuel_pipes_pocket.png,No match,No match
ui\brewing_pipes.png,No match,No match
ui\brewing_pipes_large.png,No match,No match
ui\broadcast_glyph.png,No match,No match
ui\broadcast_glyph_color.png,No match,No match
ui\bubbles_empty.png,No match,No match
ui\bubbles_empty_pocket.png,No match,No match
ui\bubbles_full.png,No match,No match
ui\bubbles_full_pocket.png,No match,No match
ui\building_a_shelter.png,No match,No match
ui\bundle_item_background.png,No match,No match
ui\bundle_wide_tile.png,No match,No match
ui\button_borderless_dark.png,No match,No match
ui\button_borderless_darkhover.png,No match,No match
ui\button_borderless_darkpressed.png,No match,No match
ui\button_borderless_darkpressednohover.png,No match,No match
ui\button_borderless_imagelesshoverbg.png,No match,No match
ui\button_borderless_light.png,No match,No match
ui\button_borderless_lighthover.png,No match,No match
ui\button_borderless_lightpressed.png,No match,No match
ui\button_borderless_lightpressednohover.png,No match,No match
ui\button_border_dark.png,No match,No match
ui\button_border_light.png,No match,No match
ui\button_border_light_bottom_right.png,No match,No match
ui\button_dark_color.png,No match,No match
ui\button_inside_dark.png,No match,No match
ui\button_purple.png,No match,No match
ui\button_red.png,No match,No match
ui\button_red_pressed.png,No match,No match
ui\button_trade_red.png,No match,No match
ui\button_trade_red_pressed.png,No match,No match
ui\buy_now_hover.png,No match,No match
ui\buy_now_normal.png,No match,No match
ui\buy_now_pressed.png,No match,No match
ui\call_out_header.png,No match,No match
ui\camera-small.png,No match,No match
ui\camera-yo.png,No match,No match
ui\cancel.png,No match,No match
ui\cartography_table_copy.png,No match,No match
ui\cartography_table_empty.png,No match,No match
